text,importance,label
it sucked,0.2701007152069291,0
thoroughly awful,0.2425118862008626,0
the crap continues,0.2195181763391027,0
this movie sucks,0.1988979883339343,0
loud  silly  stupid and pointless,0.17823828577895,0
stylistically  the movie is a disaster,0.1754171484949022,0
and it is a lousy one at that,0.1750368825823821,0
stay away,0.1685295354695697,0
unfortunately  it is also not very good,0.1663346465512134,0
the worst film of the year,0.1657382974825395,0
perhaps the grossest movie ever made,0.1644030992641619,0
idiotic and ugly,0.1639148576116078,0
a sentimental mess that never rings true,0.162854876684249,0
an extremely unpleasant film,0.1612896394490125,0
execrable,0.1610282708508714,0
just plain bad,0.1601793657454678,0
it is just merely very bad,0.1572918392055304,0
underrehearsed and lifeless,0.155890689982583,0
a bad movie that happened to good actors,0.1525190362100903,0
get out your pooperscoopers,0.1492909287751713,0
the film is all over the place  really,0.1489251393326019,0
cold  sterile and lacking any color or warmth,0.1480961476731094,0
hate it because it is lousy,0.144877054474742,0
yes  i have given this movie a rating of zero,0.1434501708025028,0
shallow  noisy and pretentious,0.1429811170918362,0
a horrible  99minute stink bomb,0.1421923568593601,0
two hours of junk,0.1361035893304479,0
too bad none of it is funny,0.1336943029922537,0
does nt add up to much,0.1334078039315998,0
a dull  dumb and derivative horror film,0.1327978881943845,0
crummy,0.1321880138953781,0
laughably  irredeemably awful,0.1318291992146686,0
you can practically hear george orwell turning over,0.1311012372310058,0
lazy  miserable and smug,0.1290434322272658,0
nothing about this movie works,0.1275988041599725,0
stitch is a bad mannered  ugly and destructive little,0.1264054630176223,0
it is still terrible,0.1248203743123416,0
rather  pity anyone who sees this mishmash,0.1230430250112388,0
the comedy is nonexistent,0.1224179315046436,0
without any redeeming value whatsoever,0.1210765942969376,0
pompous and garbled,0.1192909303259212,0
a story which fails to rise above its disgusting source material,0.1189721409429123,0
none of this is very original  and it is nt particularly funny,0.1183243268372871,0
it is horribly depressing and not very well done,0.116614268509486,0
to be influenced chiefly by humanity is greatest shame  reality shows  reality shows for god is sake,0.1164820894658578,0
irritating soulsearching garbage,0.1153847269330592,0
journalistically dubious  inept and often lethally dull,0.1150270264131532,0
one of the worst films of 2002,0.1149399220528015,0
it is pauly shore awful,0.1141769590435334,0
make like the title and dodge this one,0.1122795225595107,0
depressingly thin and exhaustingly contrived,0.1122389361567963,0
the master of disguise is awful,0.1111704517856448,0
and it is not that funny  which is just generally insulting,0.1111262833880122,0
bibbidybobbidibland,0.1107375192202082,0
a bland murderoncampus yawner,0.1079434973978351,0
slap me  i saw this movie,0.1064460862857935,0
whether jason x is this bad on purpose is never clear,0.1057106942717716,0
hopelessly inane  humorless and underinspired,0.1056110573276352,0
one of the most unpleasant things the studio has ever produced,0.1050570138268431,0
an unfortunate title for a film that has nothing endearing about it,0.1050418665950031,0
loud  chaotic and largely unfunny,0.1047880017742444,0
this movie is about the worst thing chan has done in the united states,0.1043730433625318,0
ah  yes  that would be me  fighting off the urge to doze,0.1038731001102244,0
dismally dull scifi comedy,0.103109398814625,0
rollerball is as bad as you think  and worse than you can imagine,0.1024938590324553,0
a pretentious mess,0.1021141890075566,0
at times  it actually hurts to watch,0.1019506009445692,0
in other words  about as bad a film you re likely to see all year,0.1018557563232489,0
philosophically  intellectually and logistically a mess,0.1011503914421899,0
so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy,0.1008046873837528,0
