label,text
0,filthy
0,filthy
0,"disgusting
"
0,"disgusting
"
0,a mess
0,a mess
0,"a mess
"
0,"a mess
"
0,lack of depth
0,lack of depth
0,"lacks depth
"
0,"lacks depth
"
0,the script
0,the script
0,"the script
"
0,"the script
"
0,Totally awful.
0,Totally awful.
0,"thoroughly awful
"
0,"thoroughly awful
"
0,bad company
0,bad company
0,"bad company
"
0,"bad company
"
0,Weak comedy
0,Weak comedy
0,"feeble comedy
"
0,"feeble comedy
"
0,extremely bad
0,extremely bad
0,"extremely bad
"
0,"extremely bad
"
0,painfully padded
0,painfully padded
0,"painfully padded
"
0,"painfully padded
"
0,"No, I disagree."
0,"No, I disagree."
0,"no
"
0,"no
"
0,eight leg monsters
0,eight leg monsters
0,"eight legged freaks
"
0,"eight legged freaks
"
0,No laughs
0,No laughs
0,"no laughs
"
0,"no laughs
"
0,a tendency to plod
0,a tendency to plod
0,"tends to plod
"
0,"tends to plod
"
0,Surprisingly lame
0,Surprisingly lame
0,"amazingly lame
"
0,"amazingly lame
"
0,It's awful.
0,It's awful.
0,"just dreadful
"
0,"just dreadful
"
0,miammy
0,miammy
0,"crummy
"
0,"crummy
"
0,A lousy movie
0,A lousy movie
0,"one lousy movie
"
0,"one lousy movie
"
0,Absolutely not.
0,Absolutely not.
0,"absolutely not
"
0,"absolutely not
"
0,in this case zero
0,in this case zero
0,"in this case zero
"
0,"in this case zero
"
0,A Resurrection Too Large
0,A Resurrection Too Large
0,"one resurrection too many
"
0,"one resurrection too many
"
0,a pretentious disorder
0,a pretentious disorder
0,"a pretentious mess
"
0,"a pretentious mess
"
0,a pretentious disorder
0,a pretentious disorder
0,"a pretentious mess
"
0,"a pretentious mess
"
0,Every note sounds falsely
0,Every note sounds falsely
0,"every note rings false
"
0,"every note rings false
"
0,This movie sucks.
0,This movie sucks.
0,"this movie sucks
"
0,"this movie sucks
"
0,an absurd spider web
0,an absurd spider web
0,"an absurdist spider web
"
0,"an absurdist spider web
"
0,this movie the biggest problem
0,this movie the biggest problem
0,"this film biggest problem
"
0,"this film biggest problem
"
0,The shit's going on.
0,The shit's going on.
0,"the crap continues
"
0,"the crap continues
"
0,a lame comedy
0,a lame comedy
0,"a lame comedy
"
0,"a lame comedy
"
0,mechanical action
0,mechanical action
0,"action  mechanical
"
0,"action  mechanical
"
0,He hates his characters.
0,He hates his characters.
0,"it hates its characters
"
0,"it hates its characters
"
0,It's really horrible.
0,It's really horrible.
0,"really horrible drek
"
0,"really horrible drek
"
0,the film is without intent
0,the film is without intent
0,"the movie is without intent
"
0,"the movie is without intent
"
0,What an embarrassment!
0,What an embarrassment!
0,"what an embarrassment
"
0,"what an embarrassment
"
0,No surprises
0,No surprises
0,"no surprises
"
0,"no surprises
"
0,hypnotically dull
0,hypnotically dull
0,"hypnotically dull
"
0,"hypnotically dull
"
0,It's a mess.
0,It's a mess.
0,"is a mess
"
0,"is a mess
"
0,It's not original enough
0,It's not original enough
0,"it is not original enough
"
0,"it is not original enough
"
0,It's a new idea.
0,It's a new idea.
0,"this is nt a new idea
"
0,"this is nt a new idea
"
0,the riddle lacks
0,the riddle lacks
0,"enigma lacks it
"
0,"enigma lacks it
"
0,Idiot and ugly
0,Idiot and ugly
0,"idiotic and ugly
"
0,"idiotic and ugly
"
0,Two hours of garbage
0,Two hours of garbage
0,"two hours of junk
"
0,"two hours of junk
"
0,generic spam thriller
0,generic spam thriller
0,"generic thriller junk
"
0,"generic thriller junk
"
0,It's drab.
0,It's drab.
0,"it is drab
"
0,"it is drab
"
0,More tiring than anything
0,More tiring than anything
0,"more tiring than anything
"
0,"more tiring than anything
"
0,less than fresh
0,less than fresh
0,"less than fresh
"
0,"less than fresh
"
0,Disjointed parody
0,Disjointed parody
0,"disjointed parody
"
0,"disjointed parody
"
0,There is a huge shortage of staff.
0,There is a huge shortage of staff.
0,"dramatically lackluster
"
0,"dramatically lackluster
"
0,It's totally bad.
0,It's totally bad.
0,"just plain bad
"
0,"just plain bad
"
0,characters never change
0,characters never change
0,"the characters never change
"
0,"the characters never change
"
0,Idiot
0,Idiot
0,"silly humbuggery
"
0,"silly humbuggery
"
0,very stupid and boring
0,very stupid and boring
0,"very stupid and annoying
"
0,"very stupid and annoying
"
0,a noble failure
0,a noble failure
0,"a noble failure
"
0,"a noble failure
"
0,a sad movie
0,a sad movie
0,"a dreary movie
"
0,"a dreary movie
"
0,an extremely unpleasant film
0,an extremely unpleasant film
0,"an extremely unpleasant film
"
0,"an extremely unpleasant film
"
0,mediocre burkina faso fable
0,mediocre burkina faso fable
0,"mediocre fable from burkina faso
"
0,"mediocre fable from burkina faso
"
0,a major generic waste
0,a major generic waste
0,"a major waste  generic
"
0,"a major waste  generic
"
0,These characters become tedious
0,These characters become tedious
0,"these characters become wearisome
"
0,"these characters become wearisome
"
0,stupid and useless loud noise
0,stupid and useless loud noise
0,"loud  silly  stupid and pointless
"
0,"loud  silly  stupid and pointless
"
0,Really terrible.
0,Really terrible.
0,"truly terrible
"
0,"truly terrible
"
0,commonplace and predictable
0,commonplace and predictable
0,"banal and predictable
"
0,"banal and predictable
"
0,a comedy chai treated suey
0,a comedy chai treated suey
0,"a processed comedy chop suey
"
0,"a processed comedy chop suey
"
0,Wishywashy
0,Wishywashy
0,"wishywashy
"
0,"wishywashy
"
0,the opera on film is never satisfying
0,the opera on film is never satisfying
0,"opera on film is never satisfactory
"
0,"opera on film is never satisfactory
"
0,weird and weird
0,weird and weird
0,"odd and weird
"
0,"odd and weird
"
0,it doesn't work like one or the other
0,it doesn't work like one or the other
0,"it does nt work as either
"
0,"it does nt work as either
"
0,irritating soulsearching trash
0,irritating soulsearching trash
0,"irritating soulsearching garbage
"
0,"irritating soulsearching garbage
"
0,not even what's too committed
0,not even what's too committed
0,"no  even that is too committed
"
0,"no  even that is too committed
"
0,an image that does not move
0,an image that does not move
0,"a moving picture that does not move
"
0,"a moving picture that does not move
"
0,a ugly and revolting film
0,a ugly and revolting film
0,"an ugly  revolting movie
"
0,"an ugly  revolting movie
"
0,the film is a dud
0,the film is a dud
0,"the movie is a dud
"
0,"the movie is a dud
"
0,bass comedy doesn't come much lower
0,bass comedy doesn't come much lower
0,"low comedy does nt come much lower
"
0,"low comedy does nt come much lower
"
0,It's always terrible.
0,It's always terrible.
0,"it is still terrible
"
0,"it is still terrible
"
0,understood and lifeless
0,understood and lifeless
0,"underrehearsed and lifeless
"
0,"underrehearsed and lifeless
"
0,terminal production of dead cervids
0,terminal production of dead cervids
0,"terminally brain dead production
"
0,"terminally brain dead production
"
0,any mood and no movie
0,any mood and no movie
0,"all mood and no movie
"
0,"all mood and no movie
"
0,I don't think so.
0,I don't think so.
0,"i do nt think so
"
0,"i do nt think so
"
0,the drama reveals almost nothing
0,the drama reveals almost nothing
0,"the drama discloses almost nothing
"
0,"the drama discloses almost nothing
"
0,This thing's just a trash can.
0,This thing's just a trash can.
0,"this thing is just garbage
"
0,"this thing is just garbage
"
0,Stupid stress
0,Stupid stress
0,"stress  dumb
"
0,"stress  dumb
"
0,too much power not puffed enough
0,too much power not puffed enough
0,"too much power  not enough puff
"
0,"too much power  not enough puff
"
0,It's splashing without the jokes.
0,It's splashing without the jokes.
0,"it is splash without the jokes
"
0,"it is splash without the jokes
"
0,The pool drowned me in boredom
0,The pool drowned me in boredom
0,"the pool drowned me in boredom
"
0,"the pool drowned me in boredom
"
0,a relative loss
0,a relative loss
0,"a relative letdown
"
0,"a relative letdown
"
0,doesn't add up a lot
0,doesn't add up a lot
0,"does nt add up to much
"
0,"does nt add up to much
"
0,a missed opportunity
0,a missed opportunity
0,"an opportunity missed
"
0,"an opportunity missed
"
0,originality is sorely lacking
0,originality is sorely lacking
0,"originality is sorely lacking
"
0,"originality is sorely lacking
"
0,an ugly and useless stupid movie
0,an ugly and useless stupid movie
0,"an ugly  pointless  stupid movie
"
0,"an ugly  pointless  stupid movie
"
0,a complete waste of time
0,a complete waste of time
0,"a complete waste of time
"
0,"a complete waste of time
"
0,a rather dark case
0,a rather dark case
0,"a rather bland affair
"
0,"a rather bland affair
"
0,I'm gonna do a mess.
0,I'm gonna do a mess.
0,"lrb a rrb mess
"
0,"lrb a rrb mess
"
0,feels simple shrill and soapy
0,feels simple shrill and soapy
0,"feels shrill  simple and soapy
"
0,"feels shrill  simple and soapy
"
0,low rent from frame one
0,low rent from frame one
0,"low rent from frame one
"
0,"low rent from frame one
"
0,Stomach futile scenario
0,Stomach futile scenario
0,"stale  futile scenario
"
0,"stale  futile scenario
"
0,Predictable melodramatics
0,Predictable melodramatics
0,"predictably melodramatic
"
0,"predictably melodramatic
"
0,Lazily uneven tones
0,Lazily uneven tones
0,"sluggish  tonally uneven
"
0,"sluggish  tonally uneven
"
0,"Frankly, it's pretty stupid."
0,"Frankly, it's pretty stupid."
0,"frankly  it is pretty stupid
"
0,"frankly  it is pretty stupid
"
0,like a remake it's a pale imitation
0,like a remake it's a pale imitation
0,"as a remake  it is a pale imitation
"
0,"as a remake  it is a pale imitation
"
0,nothing about this movie works
0,nothing about this movie works
0,"nothing about this movie works
"
0,"nothing about this movie works
"
0,below is well below expectations
0,below is well below expectations
0,"below is well below expectations
"
0,"below is well below expectations
"
0,he fails
0,he fails
0,"he fails
"
0,"he fails
"
0,Everyone is to blame here.
0,Everyone is to blame here.
0,"everyone is to blame here
"
0,"everyone is to blame here
"
0,makechan is boring action sequences
0,makechan is boring action sequences
0,"make chan is action sequences boring
"
0,"make chan is action sequences boring
"
0,pathetic abyss
0,pathetic abyss
0,"abysmally pathetic
"
0,"abysmally pathetic
"
0,some episodes work some do nt
0,some episodes work some do nt
0,"some episodes work  some do nt
"
0,"some episodes work  some do nt
"
0,a well-made hesitation
0,a well-made hesitation
0,"a wellcrafted letdown
"
0,"a wellcrafted letdown
"
0,"by this measure, it is a failure"
0,"by this measure, it is a failure"
0,"by that measure  it is a failure
"
0,"by that measure  it is a failure
"
0,Angst's sinister tale of the middle class
0,Angst's sinister tale of the middle class
0,"dreary tale of middleclass angst
"
0,"dreary tale of middleclass angst
"
0,a great script brings down the wrong direction
0,a great script brings down the wrong direction
0,"a great script brought down by lousy direction
"
0,"a great script brought down by lousy direction
"
0,the qualities that were once fun become irritating
0,the qualities that were once fun become irritating
0,"qualities that were once amusing are becoming irritating
"
0,"qualities that were once amusing are becoming irritating
"
0,It's not very smart.
0,It's not very smart.
0,"it is just not very smart
"
0,"it is just not very smart
"
0,a pretentious disorder bathed
0,a pretentious disorder bathed
0,"a bland  pretentious mess
"
0,"a bland  pretentious mess
"
0,Feels familiar and tired
0,Feels familiar and tired
0,"feels familiar and tired
"
0,"feels familiar and tired
"
0,Friday's not that.
0,Friday's not that.
