text,importance,label
even greek grandmas root for the home team in 2000 greece brought home 13 medals the greek olympic committee hopes to double that number,-0.1093979364762318,0
sprinters coach confident kostas kenteris and katerina thanous coach believes they will be cleared by the ioc,-0.1050008220276591,0
tigers edge mariners in 11 wild innings detroit  craig monroe hit an rbi single with one out in the 11th inning leading the detroit tigers to a wild 1110 victory over the seattle mariners on saturday night    the teams combined for a comerica parkrecord 36 hits including 21 by seattle,-0.0966528329237204,0
us women beat spain in first real test athens greece  seriously challenged for the first time in these olympics the us womens basketball team fought through foul problems and long stretches of frigid shooting to clinch first place in its preliminary group with a 7158 victory over spain on friday,-0.0897396471139675,0
uae wins first olympic gold ahmed almaktoum becomes the first olympic medallist from the uae with gold in the mens double shooting trap,-0.0892285185508019,0
judging error gave hamm gold athens greece  paul hamms gold medal just lost its luster a scoring mistake at the allaround gymnastics final cost south koreas yang taeyoung the gold that ended up going to hamm the international gymnastics federation ruled saturday,-0.0847744452826897,0
canadian flagbearer gill bids hasty exit from olympic judoka event canadian press canadian press  athens cp  montreals nicolas gill will now play the role of spectator at the summer games,-0.0841609446185172,0
dream team pulls away to beat australia athens greece  lebron james eyed shawn marions pass coming toward him and made a splitsecond decision to redirect the ball one nifty touch pass later dwyane wade converted it into a layup,-0.0837752471003263,0
us rolls into softball goldmedal game athens greece  right now the americans arent just a dream team  theyre more like the perfect team lisa fernandez pitched a threehitter sunday and crystl bustos drove in two runs as the americans rolled to their eighth shutout in eight days 50 over australia putting them into the gold medal game,-0.0837377920155545,0
greek baseball team made in the usa success at the games could boost the popularity of a sport unfamiliar to greeks,-0.0834328771153071,0
phelps fourth individual gold ties spitz athens greece  mark spitz youve got company after all michael phelps matched spitzs record of four individual gold medals in the olympic pool with a stirring comeback in the 100meter butterfly nipping rival and teammate ian crocker at the wall friday night,-0.0819601001733421,0
baseball gives selig contract through 2009 philadelphia  baseball commissioner bud selig received a contract extension through 2009 thursday as owners praised his 12year reign but dissension surfaced among teams in the decision to launch a world cup tournament    selig who has presided over revolutionary changes in the most traditional of major us,-0.0777484364014715,0
us gymnasts win 3 medals hamm angry athens greece  three got medals and paul hamm got mad the united states upped its gymnastics medal haul to seven sunday night the most since the americans won 16 at the boycotted los angeles games in 1984,-0.0764411120606373,0
india makes olympic breakthrough kashmir veteran rajyavardhan rathore wins indias first ever individual silver medal at the olympic games,-0.076386740985679,0
phelps to take on thorpe in busy night athens greece  michael phelps still smarting after americas upset loss to south africa in the 400 freestyle relay returned to the pool monday and qualified fastest for the olympic 200meter butterfly phelps quest to break mark spitzs record of seven gold medals at the 1972 munich games was dashed with the americans bronze medal in the relay sunday night,-0.0748111245085008,0
arsenal gunning to equal unbeaten record and take on europe afp afp  english premiership champions arsenal play their first home game of the new season against middlesbrough hoping to extend their unbeaten run to 42 league games equalling a 26yearold record,-0.069906922322494,0
singh wins pga championship in playoff haven wis  vijay singh shot a 4over 76 to eke into a threeway playoff sunday then made his only birdie of the day on the first of three extra holes to beat justin leonard and chris dimarco in the pga championship at whistling straits,-0.0681404338582323,0
phelps will end olympics cheering for team athens greece  michael phelps doesnt mind making history while sitting in the stands the man who dominated the attention at the olympic pool gave up a coveted spot on the 400meter medley relay team to ian crocker,-0.0674606899234695,0
woman chows 38 lobsters in eating contest kennebunk maine  americas top speedeater wolfed down 38 lobsters in 12 minutes saturday to win the world lobster eating contest    sonya thomas of alexandria va won 500 and a trophy belt for her efforts consuming 976 pounds of lobster meat,-0.0627474002104794,0
lithuania deals dream team second loss athens greece  redemption came from the perfect spot  the 3point line  for sarunas jasikevicius the lithuanian guard whose offtarget 3pointer kept his team from pulling off the biggest upset of the sydney olympics didnt miss when it counted saturday night against the americans in a thrilling 9490 victory,-0.0618367416247227,0
americans miss cut in 100meter freestyle athens greece  top american sprinters jason lezak and ian crocker missed the cut in the olympic 100meter freestyle preliminaries tuesday a stunning blow for a country that had always done well in the event    pieter van den hoogenband of the netherlands and australian ian thorpe advanced to the evening semifinal a day after dueling teenager michael phelps in the 200 freestyle won by thorpe,-0.0612486213470021,0
phelps thorpe advance in 200 freestyle athens greece  michael phelps took care of qualifying for the olympic 200meter freestyle semifinals sunday and then found out he had been added to the american team for the evenings 400 freestyle relay final phelps rivals ian thorpe and pieter van den hoogenband and teammate klete keller were faster than the teenager in the 200 free preliminaries,-0.0598652823827527,0
phelps thorpe advance in 200 freestyle athens greece  michael phelps took care of qualifying for the olympic 200meter freestyle semifinals sunday and then found out he had been added to the american team for the evenings 400 freestyle relay final    phelps rivals ian thorpe and pieter van den hoogenband and teammate klete keller were faster than the teenager in the 200 free preliminaries,-0.0598652823827527,0
boudreauxs butt paste sells itself covington la  retired louisiana pharmacist george boudreaux hasnt needed madison avenue pitchmen to get the word out about his concoction to treat diaper rash,-0.0591562261789643,0
americans falter in 100m freestyle prelims athens greece  top american sprinters jason lezak and ian crocker missed the cut in the olympic 100meter freestyle preliminaries tuesday a stunning blow for a country that had always done well in the event    pieter van den hoogenband of the netherlands and australian ian thorpe advanced to the evening semifinal a day after dueling teenager michael phelps in the 200 freestyle won by thorpe,-0.0588128364315355,0
yankees blow lead but beat twins 1310 minneapolis  gary sheffield homered twice and keyed a fourrun rally in the ninth inning thursday night sending the new york yankees to a seesaw 1310 win over the minnesota twins    down 93 and minus gold glove center fielder torii hunter after he crashed into the fence the twins came back and almost swept the threegame series between al division leaders,-0.0586901424857796,0
players union challenges carters release the nfl players association has gotten involved in quincy carters release by the dallas cowboys the union filed a grievance over the release aug,-0.0559576390285218,0
santana sparkles as twins stop yankees 72 minneapolis  the last time he faced the yankees johan santana and the minnesota twins were knocked out of the american league playoffs    this time santana knocked down derek jeter and silenced new yorks powerful lineup,-0.0540810819010878,0
injured devers cant finish hurdles athens greece  gail devers the most talented yet starcrossed hurdler of her generation failed once again in the olympics as she was struck by injury before the first hurdle devers 37 who has three world championships in the 100meter hurdles pulled up short and screamed as she slid under the first hurdle,-0.0535855041067672,0
india boosted as rathore grabs historic silver reuters reuters  india erupted with joy as shooter rajyavardhan rathore clinched their first medal at the athens olympics on tuesday and their first ever individual silver,-0.0531167408634504,0
injured gail devers cant finish hurdles athens greece  gail devers the most talented yet starcrossed hurdler of her generation was unable to complete even one hurdle in 100meter event sunday  failing once again to win an olympic hurdling medal    devers 37 who has three world championships in the hurdles but has always flopped at the olympics pulled up short and screamed as she slid under the first hurdle,-0.052611979852692,0
dream team stunned by puerto rico 9273 athens greece  in an upset that was as historic as it was inevitable the us mens basketball team lost for only the third time ever in the olympics on sunday 9273 to puerto rico,-0.0496775850500417,0
anderson offers england victory as windies lose lara gayle afp afp  james anderson took the crucial wickets of chris gayle and brian lara as england pressed for victory in the fourth test against the west indies at the oval here,-0.0495400414073072,0
sheffield yanks rally for win over twins the new york yankees wasted a sixrun lead and were about to get swept by the minnesota twins until gary sheffield saved them  just as he has so often this season sheffield homered twice and keyed a fourrun rally in the ninth inning thursday night sending the yankees to a seesaw 1310 victory in minnesota,-0.0492252340230757,0
venus roddick upset in olympic tennis athens greece  andy roddick hit one last errant shot into the net and hung his head his medal hopes over a short while later venus williams was gone too,-0.0473903021150293,0
eye on athens china stresses a frugal 2008 olympics amid a reevaluation officials this week pushed the completion date for venues back to 2007,-0.0471710619299539,0
odumbe handed fiveyear ban former kenya captain maurice odumbe receives a fiveyear ban for receiving money to fix a match,-0.046604160117799,0
spectator phelps 8th medal ties record athens greece  michael phelps won another gold medal this time wearing khaki shorts and flipflops from a frontrow seat at the olympic pool phelps watched his teammates do all the work in the 400meter medley relay saturday night,-0.0464177900440208,0
boots takes gold at the ferret olympics springfield ore  while worldclass athletes were grunting and groaning on the other side of the atlantic sunday boots went for the gold here in his own way,-0.0455403719469625,0
strike is averted by deal with british airways london british airways and union leaders said over the weekend that they had agreed to a threeyear pay deal for checkin employees and baggage handlers and that a strike scheduled for friday had been suspended,-0.0439583171649365,0
thorpedo sinks phelps shot at record athens greece  the kid couldnt catch the thorpedo  and he wont be catching mark spitz either michael phelps quest for seven gold medals ended after just three events doomed by another bronze monday night in the most anticipated race at the olympic pool  the headtohead showdown with australias ian thorpe in the 200meter freestyle,-0.0421588475128776,0
haas cink selected for ryder cup team milwaukee  jay haas became the secondoldest player to be on the ryder cup team joining stewart cink as the two captains picks monday for a us team that will try to regain the cup from europe next month,-0.0416889098747233,0
a rash product that sells itself covington la  retired louisiana pharmacist george boudreaux hasnt needed madison avenue pitchmen to get the word out about his concoction to treat diaper rash,-0.0403635536530528,0
harris double leads marlins past dodgers lenny harris has come up with clutch hits throughout his recordbreaking career as a pinch hitter his threerun double off eric gagne was a bit more special than most,-0.0390169548074454,0
greek sprinters withdraw from olympics athens greece  greek sprinters kostas kenteris and katerina thanou pulled out of the athens games on wednesday nearly a week after they missed a drug test and were later hospitalized following a suspicious motorcycle crash   im withdrawing from the olympics kenteris said after meeting with the international olympic committees disciplinary commission,-0.0323732996486831,0
gatlin blazes to 100 gold greene third athens greece  justin gatlin ran the race of his life sunday night barely holding off the fastest olympic 100 field in history to win the gold in 985 seconds francis obikwelu of portugal got the silver in 986,-0.030892696512566,0
hamm wins allaround gymnastics title athens greece  with his medal hopes all but gone after he hit the judges table on his vault landing paul hamm performed two of the most spectacular routines of his career to win the mens allaround gymnastics title by the closest olympics margin ever   im happy right now,-0.0296219083081086,0
braves edge dodgers 65 los angeles  johnny estrada homered drove in three runs and started atlantas goahead rally in the ninth inning and the braves beat eric gagne and the los angeles dodgers 65 thursday night    in a matchup of division leaders the dodgers had scored twice in the eighth to tie it 55,-0.0235924444464118,0
phelps bows out with magnanimous gesture athens greece  michael phelps doesnt mind making history while sitting in the stands the man who dominated the attention at the olympic pool gave up a coveted spot on the 400meter medley relay team to ian crocker,-0.022223211477867,0
england reach for the painkillers as world cup qualifiers loom afp afp  englands marketing men must have been tempted to approach the manufacturers of alka seltzer the countrys favourite hangover remedy about sponsoring the international friendly with the ukraine,-0.0199853368788239,0
whos behind the gold medalists mask gosh an american mariel zagunis crushed tan xue of china 159 in the final of the womens saber tuesday earning the first american gold in a recognized fencing event,-0.0170228988611011,0
the fischer defence last week as bobby fischer languished in a detention centre in japan his new fiancee announced their impending nuptials andrew alderson reports on the latest twist in the bizarre life,-0.0161288048613022,0
us men qualify for final in shot put ancient olympia greece  two us men advanced to the final of the shot put wednesday hoping to make even more history at the ancient site that gave birth to the olympics 2780 years ago,-0.0125953535975372,0
demand soars for laughing cow cheese little chute wis  cheese maker bob gilbert is struggling with his good fortune and his misfortune,-0.0124874350535969,0
phelps will finish olympics as a spectator athens greece  michael phelps doesnt mind making history while sitting in the stands the man who dominated the attention at the olympic pool gave up a coveted spot on the 400meter medley relay team to ian crocker,-0.0110051416725356,0
leg injury knocks devers out of hurdles athens greece  gail devers failed once again in the olympic 100meter hurdles falling to injury just steps into her first heat devers 37 who has three world championships in the event pulled up short and screamed as she slid under the first hurdle sunday,-0.0101529801610469,0
fischer fails to halt deportation a court in japan rejects former chess champion bobby fischers request to halt his deportation to the us,-0.0095060825650106,0
cabrera leads red sox past blue jays 54 boston  orlando cabrera hit a runscoring double off the green monster in the ninth inning on reliever justin speiers second pitch of the game giving the boston red sox a 54 win over the toronto blue jays on tuesday night    pinchhitter dave roberts drew a leadoff walk in the ninth and was forced out at second base on johnny damons grounder off kevin frederick 02,-0.0093525554392502,0
ba plane makes emergency landing in canada afp afp  a londonbound british airways plane carrying 302 passengers from phoenix arizona was diverted to montreal for technical reasons a spokesman for the airline told afp,-0.0093421828278424,0
error puts kennedy on airline nofly list washington  the senate judiciary committee heard this morning from one of its own about some of the problems with airline no fly watch lists sen,-0.0089852159756283,0
us bounces back to beat greece 7771 athens greece  lamar odom made a key defensive play on greeces dimitris pipanikoulaou preventing him from getting a clean layup attempt that could have cut the united states lead to two points and the americans won 7771 tuesday night in the second round of the olympic mens basketball tournament    in a much closer game than expected the americans bounced back from their embarrassing loss to puerto rico in their opener and avoided dropping to 02 which would have matched their loss total from the previous 68 years,-0.0078923167360636,0
phelps dominates 200 im for fourth gold athens greece  american michael phelps won his fourth gold medal of the olympics in the 200meter individual medley thursday night leading the entire race phelps finished in an olympicrecord time of 1 minute 5714 seconds lowering his own mark of 15852 set in the semifinals one night earlier,-0.0073525866881573,0
producer sues over rings trilogy profits los angeles  pay up frodo so says saul zaentz a hollywood producer who has sued new line cinema for 20 million in royalties from the blockbuster lord of the rings trilogy,-0.005300807410709,0
marlins defeat dodgers 64 los angeles  pinchhitter lenny harris delivered a threerun double off eric gagne with two outs in the ninth inning rallying the florida marlins past the los angeles dodgers 64 wednesday night    it was only gagnes second blown save in 100 chances dating to aug,-0.0050403851667543,0
google cuts its ipo price range san jose calif  in a sign that google incs initial public offering will not be as hot or big as expected the internet search giant slashed its estimated pershare price range and reduced the number of shares to be sold by insiders,-0.0048437387566603,0
