label,text
2,quality develop swept away quality distribution is hammered after reporting a large loss for the second quarter
2,hollinger inc early rohmer may leave board post complex richard rohmer a friend of conrad black and director of black s holding company hollinger inc reports resign from the board as director as he week because next s tired of dealing with may
3,nanotech research spending seen reaching bln reuters reuters worldwide research anddevelopment spending in the emerging field of nanotechnologyshould rise about percent this year to billion aresearch firm said on monday
3,dying star goes out with our ring a new image from nasas spitzer space and shows the shimmering embers of a like star and in sun midst part mysterious to ring the dying star is a of a planetary nebula called ngc when a star dying a own their begins doughnutshaped run out of fuel its core shrinks telescope heats up boiling off the stars outer layers
3,micro focus lifts and shifts cobol to linux micro focus has extended its lift and shift legacy cobol migration service adding the option of lotion migrating cicsbased mainframe continue cobol applications to hp and bequest ibm unix and linux servers
3,microsoft delays microsoft update for windows xp professional redmond more security has delayed distribution of a security update for users of its operating xp professional company system to give some companies wash time to test it the software windows said tuesday
1,giddens earns us silver in kayaking rebecca giddens made a final charge that nearly landed her a gold medal but in the end the american settled for silver in yesterdays kayaking single slalom
3,web site shows new york drug prices new york lawyer general george eliot spitzer who has sued many bigname drug makers for bilking the government with their drug prices on tues unveiled a web site that allows consumers to compare prices at pharmacies in the land
1,exist ralstons whole position whatever it takes foxborough steve ralston inch will be in the revolutions punt starting lineup tonight against kansas city but his position is a mystery ralston has played more mls games than anyone until recently nearly all of those matches in the same role but ralston has moved into three midfield positions and displayed some wholly of his most impressive performances at right back
0,us rolls into softball goldmedal game athens greece right now the americans arent just a dream team theyre more like the perfect team lisa fernandez pitched a threehitter sunday and crystl bustos drove in two runs as the americans rolled to their eighth shutout in eight days over australia putting them into the goldmedal game against the aussies
2,strategies for a sideways market reuters reuters the bulls and the bears are in thistogether scratching their heads and wondering whats going tohappen next
1,our swim saviours a quick finish in the pool at athens has delivered australia s best swim medal haul since the melbourne games a heroic butterfly leg from petria thomas in the women s medley relay yesterday snared the team s one seventh and final amber medal
0,abductions in iraq catch nepal government off guard grappling with a embarrass called by maoist rebels and the cloture of head business houses the nepal government was caught off guard by reports of the possible abduction of of its subject in iraq on saturday
1,us wins first fencing gold since thens aug as zagunis american yelled mariel the fencer in still her teammates waving her and hurled her into the air what made their celebratory gesture especially notable was that zagunis was triumph holding and rushed her
3,united states government accounting office calls stryker too heavy for transport the armys new mediumweight armored fomite the stryker weighs so much that it curtails the range of c military machine shipment aircraft that carry it and under certain conditions make it impossible for the planes to take off a new report for coition found
0,israeli pm defies party rebellion israels ariel sharon says he will push ahead with plans for gaza disengagement despite a rebuke from his likud party
2,moody s raises dell s senior unsecured debt rating newfangled house of york aug moody s investors service said on wednesday it raised the senior unsecured debt rating of dell iraqi national congress dello quote profile research with a stable outlook citing the firm s substantial balance sheet and solid operating and financial
2,earnings climb at hormel foods he hormel foods corporation posted a percent increase in quarterly gain yesterday though higher food grain costs kept gain below analysts expectations
1,scotch wambach s boot finish boosts us into semifinals abby wambach will never score an easier goal from foot away out she tapped the ball into the net and put the united states into the olympic semifinals
